Sublect Id,Min X-Wrist,Min Y-Wrist,Min Z-Wrist,Min M-Wrist,Max X-Wrist,Max Y-Wrist,Max Z-Wrist,Max M-Wrist,Range X-Wrist,Range Y-Wrist,Range Z-Wrist,RangeM-Wrist,Mean X-Wrist,Mean Y-Wrist,Mean Z-Wrist,Mean M-Wrist,StDev X-Wrist,StDev Y-Wrist,StDev Z-Wrist,StDev M-Wrist,RMS X-Wrist,RMS Y-Wrist,RMS Z-Wrist,RMS M-Wrist,Activity
3,-3.689241098,-12.40481928,-2.560831899,3.652889705,4.218023516,8.808433735,9.814360299,15.59891938,7.907264615,21.21325301,12.3751922,11.94602968,-0.329825675,-3.087740964,3.99887188,9.836599478,2.330993521,7.971546942,3.810638772,3.387471303,2.339742857,8.502081239,5.507307152,10.39664437,Abduction
3,-9.160345506,0.208433735,-2.435410212,8.01354868,-7.390786983,3.945783133,4.9587751,10.36575837,1.769558523,3.737349398,7.394185312,2.35220969,-8.176741446,2.220461507,1.358743011,8.973008674,0.429837483,1.435438628,2.265916095,0.617949746,8.187840339,2.637424862,2.625554228,8.993902063,IR
3,-9.23860521,0.231325301,-3.479827883,7.917092576,-7.573138148,3.809638554,3.643129662,9.941520481,1.665467062,3.578313253,7.122957545,2.024427905,-8.354560144,1.850514786,0.513326605,8.98582496,0.564641949,1.347741459,2.390542451,0.676046531,8.373272896,2.2820575,2.423694267,9.010759087,IR
3,-9.704627269,0.63373494,-3.62429432,7.823110741,-7.573138148,3.809638554,3.643129662,9.941520481,2.131489121,3.175903614,7.267423982,2.11840974,-8.354560144,1.850514786,0.513326605,8.98582496,0.564641949,1.347741459,2.390542451,0.676046531,8.373272896,2.2820575,2.423694267,9.010759087,IR
3,-9.940492843,-0.242168675,-3.471508893,7.779347954,-7.242484584,4.104819277,3.505806081,10.54159983,2.698008259,4.346987952,6.977314974,2.762251876,-8.32707462,1.922511097,-0.151407787,8.954415642,0.817377191,1.525092998,2.422072574,0.843064046,8.335584538,2.467166634,2.382134784,9.013514681,IR
3,-9.657120074,-0.012048193,-3.622125645,7.731448669,-7.338114308,4.137349398,3.676262192,10.32274662,2.319005766,4.149397591,7.298387837,2.591297951,-8.275593954,1.950645439,0.08462836,8.999555851,0.654408156,1.467577408,2.622338453,0.778615657,8.300967294,2.433175016,2.600196808,9.032575608,IR
3,-9.438221748,0.078313253,-4.200797476,7.772136046,-7.379326439,3.869879518,3.061305221,10.26607576,2.058895309,3.791566265,7.262102697,2.493939714,-8.373443807,1.808017525,0.085487456,8.989310897,0.668912501,1.351245711,2.415474071,0.744016069,8.399635098,2.249798834,2.394940709,9.019490317,IR
3,-9.715487376,-0.142168675,-4.339842226,7.606095684,-7.151604354,3.965060241,3.722650602,10.40437554,2.563883022,4.107228916,8.062492828,2.798279856,-8.297418119,1.728870198,-0.211018305,9.05339279,0.751188816,1.416003882,2.92278181,0.913697843,8.330713367,2.226258678,2.902757326,9.098517076,IR
3,-9.803998791,-0.198795181,-4.306623637,7.548057396,-7.355868475,3.710843373,3.660748709,10.46612084,2.448130316,3.909638554,7.967372346,2.918063444,-8.39301232,1.374600443,-0.02662955,9.010965001,0.759864469,1.340106172,2.744503948,0.925366097,8.426640272,1.910172826,2.716484972,9.057390192,IR
3,-9.983174502,0.155421687,-4.525358577,7.596564491,-7.403415565,3.897590361,2.716399885,10.30859388,2.579758937,3.742168674,7.241758462,2.712029389,-8.472642218,1.69888611,-0.393694509,9.074488717,0.786793104,1.242810086,2.505703145,0.882096037,8.508409339,2.098010478,2.51298238,9.116455336,IR
3,-10.19056246,-0.151807229,-4.506115892,7.49530403,-7.404648415,3.925301205,3.337375215,10.67746508,2.785914045,4.077108434,7.843491107,3.18216105,-8.511594935,1.276001967,-0.340062875,9.077664755,0.878649137,1.219147726,2.675293914,1.015635327,8.55590539,1.756180262,2.669602036,9.133151766,IR
3,-8.131789315,-9.296385542,-5.252796902,5.806689048,-2.890471677,5.737349398,0.28958405,11.70864253,5.241317638,15.03373494,5.542380952,5.901953478,-5.507652026,-3.894611172,-2.74072623,9.106322521,1.556244259,5.377938258,1.650456551,1.898132593,5.719448624,6.600330108,3.191560699,9.298521915,EF
3,-7.432505555,-9.081927711,-5.741035571,6.01972351,-2.659477962,6.319277108,0.046483075,11.67437495,4.773027594,15.40120482,5.787518646,5.654651441,-5.390611713,-3.351557172,-3.161962405,9.167776637,1.51346809,5.715290007,1.770885231,1.919235825,5.595182008,6.578842092,3.61591901,9.362803814,EF
3,-7.417143398,-9.027710843,-5.768726334,6.007152376,-2.802326596,6.079518072,-0.528209983,11.09607536,4.614816803,15.10722892,5.240516351,5.088922985,-5.530002987,-3.205305839,-3.362577563,9.136435158,1.453642847,5.500288074,1.645701408,1.7742621,5.714313122,6.320234387,3.736733555,9.303865585,EF
3,-7.466054641,-9.009638554,-6.013224326,5.941859481,-1.813571107,5.995180723,-0.455002869,10.9201752,5.652483534,15.00481928,5.558221457,4.978315715,-5.440692806,-2.991329604,-3.504477194,9.134613692,1.602109775,5.526549119,1.682408951,1.654226284,5.667632576,6.240624312,3.880891089,9.280558521,EF
3,-7.228014364,-9.062650602,-5.676824441,5.85772228,-2.818379693,5.751807229,-0.335943775,11.05536298,4.409634672,14.81445783,5.340880666,5.197640697,-5.684596826,-2.706409639,-3.455534768,9.040519411,1.338114695,5.4408283,1.569473327,1.757870168,5.836898234,6.027869729,3.788759972,9.206481227,EF
3,-7.471335739,-9.051807229,-5.420963855,6.150370913,-2.42206173,6.244578313,-0.265163511,11.50707275,5.049274009,15.29638554,5.155800344,5.356701834,-5.774534039,-2.725162187,-3.332549318,9.161741637,1.412897462,5.645637983,1.395235508,1.768528222,5.941643932,6.219870616,3.607648942,9.327649971,EF
3,-7.453567436,-9.059036145,-5.331606426,5.441919011,-2.122616939,6.96746988,0.487401033,11.67101925,5.330950498,16.02650602,5.819007458,6.229100238,-5.703831765,-2.061542169,-3.242910442,9.107304469,1.581516648,5.865300202,1.70044872,1.850456158,5.914800742,6.161466355,3.653787551,9.289709303,EF
3,-7.46884308,-9.568674699,-5.812619048,5.57445793,-2.229256282,5.808433735,0.564231211,11.5362389,5.239586798,15.37710843,6.376850258,5.961780968,-5.60497685,-2.970105422,-3.351952692,9.109507445,1.511862293,5.563634686,1.800512807,2.07386758,5.80119589,6.255452141,3.796036716,9.337796849,EF
3,-7.813398158,-9.107228916,-5.725401606,5.707569914,-1.75080491,6.714457831,0.760722892,11.10351254,6.062593248,15.82168675,6.486124498,5.395942626,-5.590041566,-2.772448284,-3.081569404,9.121430684,1.757417649,5.707311586,1.831778305,1.891903372,5.854810637,6.29644999,3.576055382,9.311941912,EF
3,-7.46668481,-8.928915663,-5.379652897,6.031901656,-2.224703416,6.579518072,1.098370625,11.47607649,5.241981394,15.50843373,6.478023523,5.444174831,-5.634276533,-2.41746988,-3.087814886,9.090488891,1.65617942,5.758633647,1.894255045,1.812043797,5.8681559,6.194214558,3.61300416,9.265923954,EF
3,0.395123857,-0.173493976,-6.020562249,7.690228835,9.400805237,9.196385542,2.003175559,11.16612477,9.00568138,9.369879518,8.023737808,3.475895931,4.90204221,5.404193698,-2.353050388,9.289449854,3.343022699,3.145079811,2.821889832,0.984400131,5.915310587,6.237516723,3.653323492,9.340465018,EE
3,-0.480622884,-0.430120482,-5.705909352,7.445443304,10.11249388,9.291566265,2.291072863,11.61142367,10.59311676,9.721686747,7.996982215,4.165980366,5.390274467,4.597590361,-2.338058335,9.465309757,3.768400882,3.626368597,2.902427078,1.121496837,6.558598306,5.8365654,3.707805099,9.5304001,EE
3,1.086615148,-0.713253012,-4.837535858,7.985029761,9.756521851,8.922891566,2.425441767,10.84835956,8.669906704,9.636144578,7.262977625,2.863329803,5.570306852,4.975794085,-1.694716789,9.350079959,3.3162402,3.456531366,2.692659787,0.947471944,6.467287984,6.040604822,3.160799894,9.397094043,EE
3,0.168048941,-0.771084337,-4.317349398,7.677223233,9.756521851,8.922891566,2.425441767,10.84835956,9.58847291,9.693975904,6.742791165,3.171136331,5.570306852,4.975794085,-1.694716789,9.350079959,3.3162402,3.456531366,2.692659787,0.947471944,6.467287984,6.040604822,3.160799894,9.397094043,EE
3,0.487479729,-1.36746988,-4.088855422,7.586722747,10.57479445,9.207228916,2.943694779,11.19831413,10.08731472,10.5746988,7.032550201,3.61159138,5.485649818,4.770998279,-1.096037671,9.348854706,3.795862528,3.750725281,2.559341185,1.037043717,6.651588556,6.048070064,2.763070309,9.4051762,EE
3,0.501868431,-1.377108434,-3.699010327,7.719180603,10.50438141,8.914457831,3.09213712,11.14174631,10.00251298,10.29156627,6.791147447,3.422565704,5.859184553,4.802059146,-0.786044229,9.364438717,3.6175499,3.49955281,2.44238586,1.031519147,6.868680477,5.923172423,2.544534368,9.420052983,EE
3,-0.512820058,-1.721686747,-4.455740103,7.152012451,10.80868689,8.860240964,4.538964429,11.11889526,11.32150695,10.58192771,8.994704532,3.966882806,5.353288302,4.678836099,-0.46623789,9.34121256,4.146819077,3.550050349,2.991489733,1.246812903,6.74754394,5.852911665,2.999589861,9.422497732,EE
3,-0.619412798,-1.785542169,-3.871706827,7.503723264,10.50196212,8.989156627,4.097441193,10.99059252,11.12137492,10.7746988,7.969148021,3.486869259,5.461882772,4.515728368,-0.625036092,9.343721246,4.127346695,3.687367314,2.852335985,1.182178072,6.823300305,5.808723447,2.894575388,9.416860507,EE
3,-1.292693779,-1.556626506,-3.802773953,7.441264649,10.58259832,9.263855422,3.5167642,11.04609326,11.8752921,10.82048193,7.319538153,3.604828615,5.388444497,4.564018787,-0.808340626,9.414521058,4.336614452,3.786611645,2.629793149,1.135399868,6.893678947,5.909794501,2.729836886,9.481586887,EE
3,-1.324282904,-1.397590361,-4.416150316,7.531493039,10.57233754,9.040963855,3.932495697,11.02339817,11.89662044,10.43855422,8.348646013,3.491905126,5.469700358,4.204329181,-1.035990159,9.349767037,4.327955336,3.764974557,2.793993401,1.137387123,6.952074617,5.622380499,2.957594104,9.417529764,EE
3,0.131963531,-12.88085676,2.203247912,6.265722249,1.554542733,0.886211513,9.55156499,13.47897528,1.422579202,13.76706827,7.348317078,7.213253032,0.924658798,-6.437652572,5.290940278,9.873760073,0.415642203,5.302584502,2.193378331,2.344438912,1.012527416,8.315484461,5.721381728,10.14429408,Extensor
3,0.110203151,-12.29049531,3.353063046,6.151773306,1.338886063,0.749665328,9.565245107,12.99259535,1.228682912,13.04016064,6.212182061,6.840822048,0.63445462,-5.871900749,5.963260913,9.817004898,0.331276514,5.162745272,2.01138847,2.12310272,0.714654532,7.794725752,6.288814104,10.04079994,Extensor
3,0.181833063,-13.52208835,2.615503283,5.742539381,1.775755437,1.078982597,9.178816855,14.3417556,1.593922374,14.60107095,6.563313572,8.599216223,0.965585588,-6.558994954,5.334789365,9.94815298,0.399699319,5.482591692,1.950350812,2.65604011,1.043866483,8.52154817,5.674973552,10.29134419,Extensor
3,0.473068772,-12.80722892,3.509109454,6.248357441,1.903362934,1.215528782,8.341301715,13.29382332,1.430294162,14.0227577,4.832192261,7.045465879,1.112351983,-6.71092974,5.421728645,9.95651843,0.284843662,5.243391292,1.530782892,2.463681949,1.147673386,8.490364673,5.630332376,10.25202854,Extensor
3,0.692029611,-12.73092369,4.43735896,5.934804604,1.625910312,1.149933066,8.574816727,13.70371494,0.933880701,13.88085676,4.137457767,7.768910331,1.151631258,-6.302154856,5.806564044,9.845070546,0.280829185,5.276593706,1.271632731,2.647482625,1.184840736,8.192101399,5.941982359,10.18928492,Extensor
3,0.665642443,-13.11111111,3.397472429,6.337521228,2.560720692,0.542168675,8.980525276,13.64367637,1.895078249,13.65327979,5.583052847,7.30615514,1.371070345,-6.565617308,5.652432567,10.0281388,0.496925851,5.220202519,1.777564661,2.577490677,1.456978505,8.36171756,5.921044381,10.34890687,Extensor
3,0.762802487,-12.83801874,3.998164085,5.536402667,2.276654006,0.318607764,8.798878052,13.68718115,1.513851519,13.1566265,4.800713967,8.150778479,1.328212817,-6.54949854,5.744886076,9.964156145,0.408569567,5.135183339,1.609981762,2.673597487,1.388647484,8.296610284,5.962655852,10.31093346,Extensor
3,1.271040797,-13.12985274,3.89112641,5.843094228,2.368427065,0.775100402,8.501717983,14.08032165,1.097386268,13.90495314,4.610591573,8.23722742,1.735803267,-6.578812425,5.669243398,10.01624079,0.322588237,5.359349922,1.415698564,2.926173883,1.765024751,8.456747616,5.840424094,10.42796462,Extensor
3,1.208538542,-13.85274431,4.144495442,5.21434743,2.384283598,0.764390897,8.638608402,14.73241276,1.175745056,14.61713521,4.49411296,9.518065327,1.620460441,-6.8485131,5.657975895,10.15703681,0.309911604,5.523581454,1.384108231,3.240971303,1.649309598,8.767397743,5.82187572,10.65278002,Extensor
3,0.746787295,-14.89022758,3.060244151,5.113563387,2.671776524,0.761713521,9.536762925,15.89712848,1.924989229,15.6519411,6.476518774,10.78356509,1.472256225,-5.805437133,6.248922283,10.20989232,0.626243259,5.930819341,2.102130198,3.194582498,1.598025489,8.266593639,6.587867424,10.69066196,Extensor
3,1.074710764,-5.722891566,5.325605278,8.207010513,4.429499754,6.504819277,9.374472174,10.66716826,3.354788991,12.22771084,4.048866896,2.460157748,2.729900308,-0.298436298,7.544196726,9.317518345,1.068723192,4.604083732,1.172831784,0.932407418,2.927494403,4.564607184,7.632900625,9.363067562,ER
3,1.145867779,-6.406024096,4.907991968,7.436532668,4.110217012,6.878313253,9.342587493,11.05235271,2.964349233,13.28433735,4.434595525,3.615820045,2.745138294,-0.310502881,7.376529721,9.310181515,1.047642357,4.847481236,1.356578233,1.120007254,2.934191351,4.804545626,7.497565512,9.375853357,ER
3,0.526453706,-6.418072289,4.202455536,7.253283343,4.604491082,7.577108434,9.249288583,10.97600226,4.078037377,13.99518072,5.046833046,3.722718919,2.619429029,-0.722289157,7.026851381,9.259473665,1.343931533,5.212458991,1.49261136,1.257660276,2.937396165,5.205841342,7.180257421,9.342653635,ER
3,0.477599618,-5.840963855,4.558666093,7.68707496,4.328297545,7.055421687,9.132627653,10.76165241,3.850697927,12.89638554,4.573961561,3.074577446,2.538018629,-0.133953998,7.336971131,9.259285613,1.343296747,4.825810514,1.457520762,1.087107472,2.864432678,4.772536842,7.477113821,9.321443749,ER
3,0.805179895,-6.401204819,4.98394148,7.626575596,4.440950375,6.368674699,9.226359725,11.04565432,3.635770481,12.76987952,4.242418244,3.419078729,2.900374207,-1.086720796,7.349157749,9.296358978,1.232285065,4.674930013,1.210905394,1.230309412,3.146058737,4.749823645,7.446108754,9.37566242,ER
3,0.231095392,-6.740963855,5.458597246,7.108564594,4.186574437,6.269879518,8.636156053,11.29418016,3.955479045,13.01084337,3.177558807,4.185615569,2.524747572,-0.8475,7.239916667,9.109524665,1.450126975,4.752611399,1.021635924,1.287468396,2.902524219,4.768740765,7.309859082,9.197802734,ER
3,1.076131164,-6.784337349,4.470364314,7.58737711,4.072899415,7.312048193,9.181987952,11.32105901,2.996768251,14.09638554,4.711623637,3.733681902,2.647388012,-0.264086132,7.317165501,9.414023948,1.074428526,5.167049168,1.595031532,1.335512651,2.852805341,5.118602113,7.485379498,9.506286979,ER
3,1.399016528,-6.860240964,4.409406196,7.344911468,4.042997045,6.91686747,9.308043603,11.20156117,2.643980517,13.77710843,4.898637407,3.856649703,2.789857275,-0.255982068,7.161896356,9.248388981,0.91150831,5.065311241,1.587147906,1.409891915,2.931693876,5.012606266,7.331658448,9.352767834,ER
3,0.962569422,-7.089156627,4.560134825,7.328212601,4.10941932,7.262650602,9.152980493,11.81700927,3.146849898,14.35180723,4.592845668,4.488796668,2.480406581,-0.126562062,7.13376049,9.246037387,1.109011929,5.242347546,1.545780005,1.412234715,2.711774653,5.182577027,7.295505896,9.350787811,ER
3,0.885861518,-7.08313253,4.285281124,7.482110505,4.202656473,7.490361446,9.249859438,11.86349419,3.316794955,14.57349398,4.964578313,4.381383684,2.53312982,-0.284101624,7.251762828,9.362720908,1.139996043,5.2025385,1.691927436,1.420773584,2.772739743,5.153515346,7.442341817,9.467589864,ER
4,-5.768183722,-12.03253012,-0.639331612,4.146234451,1.404317163,9.26746988,8.156379805,12.86693827,7.172500885,21.3,8.795711417,8.720703819,-1.932768086,-2.830459337,3.625540525,9.62994263,2.092419753,8.015673105,2.295106202,2.310506606,2.840458843,8.461278507,4.284528755,9.900435701,Abduction
4,-5.501740129,-13.55903614,-0.084509466,3.952312692,1.897151257,9.121686747,6.644670109,14.52364665,7.398891386,22.68072289,6.729179575,10.57133396,-2.126623387,-2.807884873,3.24325655,9.763917247,2.377629486,8.505855755,1.798413663,2.831041028,3.180068637,8.912346231,3.703656055,10.16168392,Abduction
4,-5.082616786,-13.06626506,0.445177854,4.137564694,2.732671482,9.23373494,8.913852553,14.29580149,7.815288268,22.3,8.468674699,10.1582368,-2.164668848,-2.14019223,3.44783255,9.70505978,2.83540472,8.201388764,2.436695448,2.715773121,3.554571629,8.43133672,4.214062255,10.07376489,Abduction
4,-5.705556302,-12.6253012,0.164546758,3.025538187,1.648650571,9.214457831,7.128892714,14.78565683,7.354206873,21.83975903,6.964345956,11.76011864,-2.731194154,-1.773003124,3.803795464,9.604515318,2.479033593,8.091515926,2.124049822,2.848727093,3.678200289,8.234553174,4.350258494,10.01308006,Abduction
4,-5.863798367,-13.04819277,0.26026965,4.181381555,3.073258756,8.963855422,7.286118761,14.91070957,8.937057123,22.01204819,7.025849111,10.72932802,-2.695493341,-2.959428412,3.314500894,9.789173995,2.956282146,8.038228276,2.150981877,2.889931779,3.987939966,8.521737796,3.94446956,10.20208412,Abduction
4,-6.043058966,-12.84819277,-0.010579461,4.189911655,2.950423761,9.020481928,7.587725186,15.09176647,8.993482727,21.8686747,7.598304647,10.90185482,-2.525525798,-2.917891566,3.653123279,9.771613499,2.702072395,8.073139824,2.259086234,3.079330911,3.686219045,8.536684543,4.28777179,10.23954007,Abduction
4,-5.202463367,-13.5,-0.050938038,3.399520648,2.588074755,9.044578313,7.08062249,15.4170051,7.790538122,22.54457831,7.131560528,12.01748445,-2.488958565,-3.09691072,3.703548847,9.814060643,2.665888,8.108314667,2.285931264,3.224244855,3.634660743,8.630917745,4.344509461,10.32367484,Abduction
4,-5.222370209,-12.52650602,-0.70651463,3.862187812,3.770891525,8.754216867,7.138341939,14.50670372,8.993261734,21.28072289,7.844856569,10.64451591,-2.107498352,-3.52971366,3.855425263,9.787943003,2.799069135,7.853917286,2.341744608,3.181329347,3.489210059,8.563982959,4.50298279,10.28558433,Abduction
4,-4.785406776,-12.61927711,-0.789363167,4.227435207,5.682648173,8.160240964,7.696979346,14.68251584,10.46805495,20.77951807,8.486342513,10.45508063,-1.908251234,-3.427084963,4.145281497,9.871972201,3.390127904,7.564473373,2.754882862,3.250184123,3.871063247,8.259723696,4.967310631,10.38664244,Abduction
4,-5.528444447,-12.59277108,-0.435806081,3.746757189,6.795486933,7.830120482,8.00668101,15.346755,12.32393138,20.42289156,8.442487091,11.59999781,-1.46758181,-3.847541892,3.774672714,9.859350051,3.678622374,7.463109638,2.879898229,3.279538239,3.940877528,8.358311859,4.737788167,10.38453319,Abduction
4,-4.072789497,-2.010843373,-2.051592083,7.030531634,6.232103999,9.407228916,10.22436317,11.4392012,10.3048935,11.41807229,12.27595525,4.408669563,1.401324793,4.337235428,4.24031737,9.449466915,3.723097174,4.232444697,4.595760947,1.291109232,3.95447175,6.040126138,6.230240036,9.536082083,EE
4,-4.703895814,-2.881927711,-2.0728428,6.775308281,6.660433717,9.140963855,9.513270224,11.36841943,11.36432953,12.02289157,11.58611302,4.593111148,0.965616097,3.937943323,3.948188246,9.41244806,4.2911037,4.58050869,4.475364023,1.431520083,4.368825853,6.016057645,5.944323058,9.519168322,EE
4,-3.910969116,-2.544578313,-1.493545611,5.866675967,6.717344975,9.472289157,9.613181297,11.83214763,10.62831409,12.01686747,11.10672691,5.965471659,0.957615824,4.453141798,3.576210203,9.353582008,4.151892307,4.791963294,4.165554849,1.660494178,4.229661284,6.514607318,5.465727319,9.497595391,EE
4,-5.031071173,-2.274698795,-1.566795754,6.35023415,6.746667755,9.28313253,9.398069421,11.64986582,11.77773893,11.55783133,10.96486517,5.299631667,1.145841075,3.715477294,4.193484487,9.37269733,4.44611702,4.620200999,4.180969675,1.608934397,4.558155978,5.901069804,5.898888767,9.507696852,EE
4,-5.303337969,-1.719277108,-2.496503155,5.579454694,6.592967822,9.161445783,9.724956971,11.8538646,11.89630579,10.88072289,12.22146013,6.274409907,0.477117072,4.080906678,3.55763694,9.292547464,4.370241156,4.313030406,4.842703847,1.833102176,4.359235766,5.911069154,5.975874274,9.468619136,EE
4,-6.833434688,-1.914457831,-2.355943775,4.596044786,6.107109871,8.792771084,10.32791738,11.95274681,12.94054456,10.70722892,12.68386116,7.356702025,0.524485526,3.315070117,3.962709009,9.346410816,4.897769078,4.140221773,4.962653202,2.088896429,4.885691229,5.277321201,6.318801547,9.573262288,EE
4,-6.636318493,-2.125301205,-2.805516351,5.225788593,6.420331547,8.53253012,9.770109007,11.33731652,13.05665004,10.65783133,12.57562536,6.111527931,0.390217172,3.482928323,3.605401461,9.286188479,4.97134013,4.032237101,5.010256506,2.018322713,4.944452144,5.302277865,6.138087729,9.499362006,EE
4,-6.842322931,-3.072289157,-3.079506598,4.978008495,6.667397428,8.530120482,9.553709122,11.97110566,13.50972036,11.60240964,12.63321572,6.993097168,0.053508642,3.336919105,3.437955649,9.287440196,5.031728654,4.185277717,5.102988853,2.103647074,4.986887209,5.323418371,6.115147213,9.518553074,EE
4,-6.36363729,-3.097590361,-4.020831899,5.14310868,6.243028725,8.702409639,9.579644291,11.83409683,12.60666601,11.8,13.60047619,6.690988148,0.228174153,3.225035736,3.131368817,9.294717505,4.766545322,4.396316182,5.497886611,2.236222894,4.731483254,5.422256458,6.286486295,9.555506727,EE
4,-7.155623413,-4.184337349,-3.864010327,5.233780911,6.562254177,7.908433735,9.559337349,11.89232729,13.71787759,12.09277108,13.42334768,6.658546376,0.060240344,2.854943303,3.301413132,9.25585042,5.081101162,4.38906647,5.143866484,1.982287198,5.043961488,5.208772699,6.080261737,9.462686897,EE
4,-4.764300974,-8.639759036,-10.67189329,6.490136793,-1.923880149,8.474698795,-1.036620769,12.08665464,2.840420825,17.11445783,9.635272519,5.596517844,-3.125043928,-1.815340431,-5.707184519,9.649664957,0.753839462,6.386754694,3.050531478,1.619664572,3.213653007,6.603922069,6.462932084,9.783089668,EF
4,-4.847023649,-8.677108434,-11.78056799,5.503864134,-1.801192603,8.81686747,1.290160643,13.36699002,3.045831046,17.4939759,13.07072863,7.863125885,-3.21190845,-1.824082999,-5.062778224,9.679881364,0.799163692,6.549757819,3.900662893,1.927926842,3.308764459,6.763870717,6.377917912,9.867912962,EF
4,-5.223922076,-8.436144578,-12.28606713,5.254560602,-2.244347163,8.987951807,1.879773379,14.31464321,2.979574913,17.42409639,14.1658405,9.060082612,-3.554488915,-1.70929432,-5.049296916,9.700044345,0.932018636,6.388320834,4.089249846,2.173213054,3.673242302,6.576206289,6.482151852,9.937680353,EF
4,-5.297685613,-8.479518072,-11.15894148,6.069542437,-2.113140642,8.214457831,0.999228342,13.35818673,3.184544971,16.6939759,12.15816982,7.288644297,-3.487810451,-2.110903614,-5.36569399,9.702366426,0.940465564,6.280398517,3.676742527,2.122508954,3.610850492,6.588344028,6.491542741,9.928980082,EF
4,-5.371552633,-8.675903614,-11.61436317,5.727620876,-1.956705988,8.430120482,1.625131956,13.19969679,3.414846645,17.1060241,13.23949512,7.472075915,-3.33771446,-2.214611936,-5.104944329,9.630280976,0.886457262,6.262642446,3.940606065,2.074158202,3.452101824,6.608263152,6.434925815,9.848574472,EF
4,-5.936153099,-8.637349398,-11.28559954,4.831619553,-2.123329698,8.369879518,1.12804934,13.81478755,3.812823402,17.00722892,12.41364888,8.983167998,-3.749421149,-2.922341217,-4.997498601,9.695946676,1.133375347,6.162284567,3.687414178,2.415923148,3.914950845,6.785647908,6.197108286,9.988794159,EF
4,-5.838279568,-8.480722892,-11.45873207,5.090846047,-2.069637797,7.673493976,0.398594378,13.76093156,3.768641771,16.15421687,11.85732645,8.670085515,-3.747893581,-2.904265711,-5.398656014,9.639767011,1.139066968,5.872059795,3.474481412,2.446772786,3.914926107,6.515357621,6.407368603,9.941373334,EF
4,-5.625253803,-8.496385542,-11.46505164,4.8867221,-1.905652138,8.489156627,0.73130809,13.35975268,3.719601665,16.98554217,12.19635972,8.473030584,-3.66304827,-2.319245814,-5.30302166,9.67825535,1.037003217,6.173485542,3.674970895,2.30820664,3.805171794,6.557123213,6.438327023,9.946217978,EF
4,-5.620718735,-8.680722892,-11.40733792,5.106161904,-1.840412592,8.554216867,1.938387837,14.05907619,3.780306143,17.23493976,13.34572576,8.952914282,-3.643611995,-2.348872413,-4.900227503,9.722405403,1.087743474,6.363121622,4.127158264,2.512851898,3.800516436,6.744436565,6.389623427,10.0378602,EF
4,-5.739983489,-8.775903614,-11.3672576,5.015979662,-1.588970915,7.66626506,3.103427998,14.06566531,4.151012575,16.44216867,14.4706856,9.049685647,-3.728657385,-2.834783289,-4.716136196,9.687036001,1.229728927,6.09900182,4.281536317,2.594296304,3.923707396,6.689598709,6.351017378,10.02405269,EF
4,-2.571414278,-9.721686747,4.396910499,7.743359861,0.45504896,6.861445783,8.297421113,11.08198851,3.026463238,16.58313253,3.900510614,3.338628646,-1.153034053,-2.828118628,6.305077585,9.327941125,1.149956408,6.072753367,1.277049165,1.144644675,1.622203026,6.656517817,6.431156028,9.3968367,ER
4,-3.447351325,-10.7626506,3.224380379,6.575898883,0.138344651,5.063855422,7.940094664,11.57468073,3.585695975,15.82650602,4.715714286,4.998781847,-1.682921367,-3.933979988,5.836351848,9.31406241,0.954665742,5.904535902,1.300804779,1.579217151,1.930845352,7.053285421,5.977157889,9.444755975,ER
4,-3.148223994,-10.52771084,3.204865175,6.788157313,-0.033480217,5.168674699,7.163250143,11.85205433,3.114743778,15.69638554,3.958384968,5.063897016,-1.824820404,-3.888769363,5.756496906,9.251951379,0.911712689,5.952024767,1.083004967,1.674372968,2.036257921,7.06516158,5.855699083,9.399577981,ER
4,-4.259616978,-10.7313253,3.668623064,6.906213106,-0.790228391,6.539759036,7.030734366,11.88499168,3.469388588,17.27108434,3.362111302,4.978778571,-2.662969787,-2.841694647,5.514726353,9.309655539,0.836862581,6.518897617,0.939411017,1.517619134,2.789312836,7.062195016,5.592873385,9.430540666,ER
4,-4.076641903,-9.978313253,3.844354561,6.829880655,-1.430962189,6.777108434,7.118502582,11.47038693,-2.712860657,-2.282336124,5.674422338,9.175383245,-2.712860657,-2.282336124,5.674422338,9.175383245,0.799323483,6.403439572,0.88484381,1.525232278,2.826252263,6.746711261,5.741841789,9.299169953,ER
4,-3.269186971,-10.43493976,4.234351692,6.75791028,-1.263790153,5.913253012,7.192226047,12.0915768,2.005396818,16.34819277,2.957874355,5.333666519,-2.345757812,-2.924423116,5.959347851,9.262965463,0.650703426,6.19925937,0.857793848,1.652709277,2.432862128,6.806739126,6.019731368,9.406789112,ER
4,-3.631082467,-10.30120482,4.267564544,6.908854044,-1.379632167,6.002409639,6.939515204,11.97550224,2.251450299,16.30361446,2.67195066,5.066648198,-2.845157156,-2.810332857,5.842171008,9.24099915,0.544175279,6.133971715,0.683711202,1.583932433,2.895863754,6.699690857,5.881368891,9.373493719,ER
4,-3.571720962,-9.620481928,4.855989673,6.123242882,-2.117952683,6.395180723,7.327102697,12.07654077,1.453768279,16.01566265,2.471113024,5.953297892,-3.015632277,-2.026768894,6.037536014,9.167462341,0.38479003,6.13109706,0.765074735,1.816103445,3.039639672,6.404270636,6.084943544,9.34241027,ER
